device_name,qubit1,qubit2,gate_name,property_name,value,unit,vendor_measured_at,polled_at
ibm_fez,109,110,cz,gate_length,68.0,ns,2026-08-30 05:08:32-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,110,109,cz,gate_error,0.0020262584226461156,,2026-08-30 05:08:32-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,110,109,cz,gate_length,68.0,ns,2026-08-30 05:08:32-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,13,14,cz,gate_error,0.0017307946527402862,,2026-08-30 05:08:31-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,13,14,cz,gate_length,68.0,ns,2026-08-30 05:08:31-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,14,13,cz,gate_error,0.0017307946527402862,,2026-08-30 05:08:31-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,14,13,cz,gate_length,68.0,ns,2026-08-30 05:08:31-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,123,136,cz,gate_error,0.002440620291061679,,2026-08-30 05:08:34-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,123,136,cz,gate_length,68.0,ns,2026-08-30 05:08:34-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,136,123,cz,gate_error,0.002440620291061679,,2026-08-30 05:08:34-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,136,123,cz,gate_length,68.0,ns,2026-08-30 05:08:34-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,151,152,cz,gate_error,0.010410660372244807,,2026-08-30 05:08:33-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,151,152,cz,gate_length,68.0,ns,2026-08-30 05:08:33-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,152,151,cz,gate_error,0.010410660372244807,,2026-08-30 05:08:33-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,152,151,cz,gate_length,68.0,ns,2026-08-30 05:08:33-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,45,46,cz,gate_error,0.0025149405747331988,,2026-08-30 05:08:34-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,45,46,cz,gate_length,68.0,ns,2026-08-30 05:08:34-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,46,45,cz,gate_error,0.0025149405747331988,,2026-08-30 05:08:34-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,46,45,cz,gate_length,68.0,ns,2026-08-30 05:08:34-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,110,111,cz,gate_error,0.002176978202217128,,2026-08-30 05:08:33-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,110,111,cz,gate_length,68.0,ns,2026-08-30 05:08:33-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,111,110,cz,gate_error,0.002176978202217128,,2026-08-30 05:08:33-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,111,110,cz,gate_length,68.0,ns,2026-08-30 05:08:33-04:00,2026-08-31T00:06:47.272370+00:00
