device_name,qubit_index,property_name,value,unit,vendor_measured_at,polled_at
ibm_fez,32,prob_meas0_prep1,0.03076171875,,2026-08-30 19:07:21-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,32,prob_meas1_prep0,0.03125,,2026-08-30 19:07:59-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,32,readout_length,1660.0,ns,2026-08-30 19:08:38-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,33,readout_error,0.017822265625,,2026-08-30 19:08:38-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,33,prob_meas0_prep1,0.021484375,,2026-08-30 19:07:22-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,33,prob_meas1_prep0,0.01416015625,,2026-08-30 19:07:59-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,33,readout_length,1660.0,ns,2026-08-30 19:08:38-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,34,readout_error,0.006591796875,,2026-08-30 19:08:38-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,34,init_error,0.0033028094301257474,,2026-08-30 17:21:33-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,34,prob_meas0_prep1,0.0087890625,,2026-08-30 19:07:22-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,34,prob_meas1_prep0,0.00439453125,,2026-08-30 19:08:00-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,34,readout_length,1660.0,ns,2026-08-30 19:08:38-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,35,readout_error,0.01611328125,,2026-08-30 19:08:38-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,35,prob_meas0_prep1,0.02490234375,,2026-08-30 19:07:22-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,35,prob_meas1_prep0,0.00732421875,,2026-08-30 19:08:00-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,35,readout_length,1660.0,ns,2026-08-30 19:08:38-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,36,readout_error,0.008544921875,,2026-08-30 19:08:39-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,36,init_error,0.004786284572566108,,2026-08-30 17:21:33-04:00,2026-08-31T00:06:47.272370+00:00
ibm_fez,36,prob_meas0_prep1,0.0068359375,,2026-08-30 19:07:22-04:00,2026-08-31T00:06:47.272370+00:00
